#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
728054	19645	516175	202815	172796	-	BOS_24815	Rb1	PPP1CA	Rb-1|pRb|Rb	-	Two-hybrid	physical	Dunaief JL (2002)	12434308	10090	9913	Low Throughput	-	-	-	-	-	BioGRID
728349	5925	516175	111860	172796	RP11-174I10.1	BOS_24815	RB1	PPP1CA	pp110|OSRC|pRb|RB|p105-Rb	-	Two-hybrid	physical	Dunaief JL (2002)	12434308	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
728350	5933	516175	111868	172796	RP11-382A12.1	BOS_24815	RBL1	PPP1CA	CP107|PRB1|p107	-	Two-hybrid	physical	Dunaief JL (2002)	12434308	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
728405	280717	7316	158123	113164	BOS_6773	-	ALB	UBC	-	HMG20	Reconstituted Complex	physical	Lee PL (1986)	3015198	9913	9606	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
728558	281729	282370	159045	159631	BOS_23533	BOS_26006	SMC3	SMC1A	SMC-3|CSPG6	SMC-1A|SMC1L1	Affinity Capture-Western	physical	Revenkova E (2001)	11564881	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
728559	281729	522122	159045	178740	BOS_23533	BOS_6225	SMC3	SMC1B	SMC-3|CSPG6	-	Affinity Capture-Western	physical	Revenkova E (2001)	11564881	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
735625	6622	326597	112506	160070	-	BOS_19653	SNCA	CALM	PARK1|PD1|PARK4|NACP	CALM2	Affinity Capture-MS	physical	Martinez J (2003)	12610000	9606	9913	Low Throughput	-	-	-	figure 3.	-	BioGRID
735626	6622	326597	112506	160070	-	BOS_19653	SNCA	CALM	PARK1|PD1|PARK4|NACP	CALM2	Reconstituted Complex	physical	Martinez J (2003)	12610000	9606	9913	Low Throughput	-	-	-	figure 4.	-	BioGRID
736667	282068	14366	159350	199777	BOS_23882	-	SFRP1	Fzd4	-	Fz4	Affinity Capture-Western	physical	Dufourcq P (2008)	18156211	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
736668	282068	14369	159350	199780	BOS_23882	-	SFRP1	Fzd7	-	Fz7	Affinity Capture-Western	physical	Dufourcq P (2008)	18156211	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
737578	282513	18472	159754	202013	BOS_18531	RP23-194P5.2	PAFAH1B1	Pafah1b1	LIS1|LIS-1	MMS10-U|Pafaha|Mdsh|LIS-1|Ms10u|Lis1	Affinity Capture-Western	physical	Cahana A (2001)	11344260	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
796175	8976	281832	114466	159145	-	BOS_20461	WASL	HSP90AA1	NWASP|N-WASP	HSPCA	Reconstituted Complex	physical	Park SJ (2005)	15791211	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
796176	8976	767874	114466	613028	-	BOS_21524	WASL	HSP90AB1	NWASP|N-WASP	-	Reconstituted Complex	physical	Park SJ (2005)	15791211	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
796183	672	506900	107140	163543	-	BOS_21927	BRCA1	HIST1H2AC	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	HIST1H2AA	Biochemical Activity	physical	Ruffner H (2001)	11320250	9606	9913	Low Throughput	-	Ubiquitination	-	UBC4	-	BioGRID
797427	14534	787528	199867	619877	RP23-390D17.6	-	Kat2a	H3.1	mmGCN5|Gcn5|1110051E14Rik|Gcn5l2|AW212720	-	Biochemical Activity	physical	Xu W (1998)	9742083	10090	9913	Low Throughput	-	Acetylation	-	-	-	BioGRID
797428	14534	280691	199867	158101	RP23-390D17.6	-	Kat2a	H4	mmGCN5|Gcn5|1110051E14Rik|Gcn5l2|AW212720	-	Biochemical Activity	physical	Xu W (1998)	9742083	10090	9913	Low Throughput	-	Acetylation	-	-	-	BioGRID
798397	280968	281181	158347	158540	BOS_19941	BOS_5957	TPPP	GAPDH	p25	GAPD	Affinity Capture-MS	physical	Olah J (2006)	17027006	9913	9913	Low Throughput	-	-	-	figure 1A.	-	BioGRID
798401	280968	281181	158347	158540	BOS_19941	BOS_5957	TPPP	GAPDH	p25	GAPD	Affinity Capture-Western	physical	Olah J (2006)	17027006	9913	9913	Low Throughput	-	-	-	figure 2B.	-	BioGRID
798402	280968	282220	158347	159494	BOS_19941	BOS_9475	TPPP	EEF1A1	p25	-	Affinity Capture-MS	physical	Olah J (2006)	17027006	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
798403	281181	280968	158540	158347	BOS_5957	BOS_19941	GAPDH	TPPP	GAPD	p25	Reconstituted Complex	physical	Olah J (2006)	17027006	9913	9913	Low Throughput	-	-	-	figure 3. ELISA.	-	BioGRID
798420	281420	3326	158751	109558	BOS_16415	RP1-302G2.1	PPID	HSP90AB1	-	HSPCB|HSPC2|HSP90B|D6S182|HSP90-BETA	Reconstituted Complex	physical	Mok D (2006)	16650407	9913	9606	Low Throughput	-	-	-	figure 4.	-	BioGRID
810448	282322	14400	159584	199802	BOS_7381	-	PRKACA	Gabrb1	-	AW061132|Gabrb-1|B230208N19Rik	Biochemical Activity	physical	Moss SJ (1992)	1321150	9913	10090	Low Throughput	-	Phosphorylation	-	figure 2.	-	BioGRID
814139	1400	404053	107790	160326	-	BOS_5053	CRMP1	TUBA1A	DRP-1|DRP1|CRMP-1|DPYSL1|ULIP-3	TUBA1C	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814140	1400	615087	107790	542712	-	BOS_21644	CRMP1	TUBB2B	DRP-1|DRP1|CRMP-1|DPYSL1|ULIP-3	TUBB|TUBB5|TUBB2A	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814141	1808	404053	108142	160326	-	BOS_5053	DPYSL2	TUBA1A	N2A3|DRP2|ULIP2|DRP-2|ULIP-2|CRMP2|DHPRP2|CRMP-2	TUBA1C	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814142	1808	615087	108142	542712	-	BOS_21644	DPYSL2	TUBB2B	N2A3|DRP2|ULIP2|DRP-2|ULIP-2|CRMP2|DHPRP2|CRMP-2	TUBB|TUBB5|TUBB2A	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814143	10570	404053	115821	160326	RP11-140A10.4	BOS_5053	DPYSL4	TUBA1A	ULIP4|CRMP3|DRP-4	TUBA1C	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814144	10570	615087	115821	542712	RP11-140A10.4	BOS_21644	DPYSL4	TUBB2B	ULIP4|CRMP3|DRP-4	TUBB|TUBB5|TUBB2A	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814145	1809	404053	108143	160326	-	BOS_5053	DPYSL3	TUBA1A	CRMP-4|LCRMP|ULIP-1|DRP-3|CRMP4|ULIP|DRP3	TUBA1C	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814146	1809	615087	108143	542712	-	BOS_21644	DPYSL3	TUBB2B	CRMP-4|LCRMP|ULIP-1|DRP-3|CRMP4|ULIP|DRP3	TUBB|TUBB5|TUBB2A	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814147	56896	404053	121226	160326	-	BOS_5053	DPYSL5	TUBA1A	CRAM|CRMP-5|Ulip6|CRMP5	TUBA1C	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814148	56896	615087	121226	542712	-	BOS_21644	DPYSL5	TUBB2B	CRAM|CRMP-5|Ulip6|CRMP5	TUBB|TUBB5|TUBB2A	Affinity Capture-Western	physical	Fukata Y (2002)	12134159	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
814259	508199	407170	164838	160527	BOS_18113	BOS_6667	EPN1	KDR	-	VEGFR2|flk-1	Affinity Capture-Western	physical	Pasula S (2012)	23187125	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
814260	407170	505336	160527	161984	BOS_6667	BOS_18837	KDR	EPN2	VEGFR2|flk-1	-	Affinity Capture-Western	physical	Pasula S (2012)	23187125	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
814261	407170	444874	160527	160681	BOS_6667	BOS_16579	KDR	UBC	VEGFR2|flk-1	-	Affinity Capture-Western	physical	Pasula S (2012)	23187125	9913	9913	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
817692	282318	287022	159580	160005	BOS_16484	BOS_14050	PPP1CC	YWHAZ	-	-	Co-fractionation	physical	Huang Z (2004)	15028637	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
817693	287022	282318	160005	159580	BOS_14050	BOS_16484	YWHAZ	PPP1CC	-	-	Affinity Capture-Western	physical	Huang Z (2004)	15028637	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
817694	282318	287022	159580	160005	BOS_16484	BOS_14050	PPP1CC	YWHAZ	-	-	Affinity Capture-Western	physical	Huang Z (2004)	15028637	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
817695	282318	287022	159580	160005	BOS_16484	BOS_14050	PPP1CC	YWHAZ	-	-	Reconstituted Complex	physical	Huang Z (2004)	15028637	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
831648	216274	282208	229729	159482	-	BOS_6718	Cep290	CSN1S1	Nphp6|BC004690	CSN1	Affinity Capture-MS	physical	Sang L (2011)	21565611	10090	9913	High Throughput	-	-	-	-	-	BioGRID
831649	16348	280717	200780	158123	RP24-558L14.1	BOS_6773	Invs	ALB	Nphp2|inv|AI428552|AW455512	-	Affinity Capture-MS	physical	Sang L (2011)	21565611	10090	9913	High Throughput	-	-	-	-	-	BioGRID
831650	53885	280717	207511	158123	RP23-189N15.5	BOS_6773	Nphp1	ALB	-	-	Affinity Capture-MS	physical	Sang L (2011)	21565611	10090	9913	High Throughput	-	-	-	-	-	BioGRID
831651	320299	280717	235913	158123	-	BOS_6773	Iqcb1	ALB	NPHP5|AV128382|6820449I09Rik	-	Affinity Capture-MS	physical	Sang L (2011)	21565611	10090	9913	High Throughput	-	-	-	-	-	BioGRID
831923	9657	282208	115015	159482	OK/SW-cl.85	BOS_6718	IQCB1	CSN1S1	PIQ|SLSN5|NPHP5	CSN1	Affinity Capture-MS	physical	Sang L (2011)	21565611	9606	9913	High Throughput	-	-	-	-	-	BioGRID
834931	539235	282319	195802	159581	BOS_21637	BOS_2305	CSNK2B	PPP1R8	CSKN2B	-	Biochemical Activity	physical	Van Eynde A (1995)	7499293	9913	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
834932	282419	282319	159676	159581	BOS_13292	BOS_2305	CSNK2A1	PPP1R8	-	-	Biochemical Activity	physical	Van Eynde A (1995)	7499293	9913	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
834933	282322	282319	159584	159581	BOS_7381	BOS_2305	PRKACA	PPP1R8	-	-	Biochemical Activity	physical	Van Eynde A (1995)	7499293	9913	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
835228	8027	444874	113722	160681	-	BOS_16579	STAM	UBC	STAM-1|STAM1	-	Reconstituted Complex	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835229	23163	444874	116775	160681	-	BOS_16579	GGA3	UBC	-	-	Reconstituted Complex	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835230	10043	444874	115354	160681	CTA-286B10.4	BOS_16579	TOM1	UBC	-	-	Reconstituted Complex	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835231	10040	444874	115352	160681	-	BOS_16579	TOM1L1	UBC	SRCASM|OK/KNS-CL.3	-	Reconstituted Complex	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835232	9146	444874	114593	160681	-	BOS_16579	HGS	UBC	HRS	-	Reconstituted Complex	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835233	8027	444874	113722	160681	-	BOS_16579	STAM	UBC	STAM-1|STAM1	-	Co-crystal Structure	physical	Ren X (2010)	20150893	9606	9913	Low Throughput	-	-	-	figure 1.	-	BioGRID
835234	856387	444874	36423	160681	YHL002W	BOS_16579	HSE1	UBC	-	-	Reconstituted Complex	physical	Ren X (2010)	20150893	559292	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835235	855739	444874	35831	160681	YNR006W	BOS_16579	VPS27	UBC	GRD11|VPL23|VPT27|SSV17|DID7	-	Reconstituted Complex	physical	Ren X (2010)	20150893	559292	9913	Low Throughput	-	-	-	table 2. by surface plasmon resonance.	-	BioGRID
835412	5533	518399	111525	175019	-	-	PPP3CC	PRKAR2A	CNA3|CALNA3|PP2Bgamma	-	Biochemical Activity	physical	Weiwad M (2005)	15757646	9606	9913	Low Throughput	-	Dephosphorylation	-	-	-	BioGRID
853348	9833	282208	115171	159482	RP11-8N6.1	BOS_6718	MELK	CSN1S1	HPK38	CSN1	Biochemical Activity	physical	Beullens M (2005)	16216881	9606	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
853362	282419	4609	159676	110694	BOS_13292	-	CSNK2A1	MYC	-	MRTL|c-Myc|bHLHe39	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
853363	539235	4609	195802	110694	BOS_21637	-	CSNK2B	MYC	CSKN2B	MRTL|c-Myc|bHLHe39	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
856499	525716	11329	182329	116457	BOS_1447	-	S100B	STK38	-	NDR|NDR1	Co-crystal Structure	physical	Bhattacharya S (2003)	14661952	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
856602	281427	1457	158758	107841	BOS_13027	-	PRNP	CSNK2A1	PrP	CK2A1|CKII	Far Western	physical	Meggio F (2000)	11062072	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
856603	281427	1457	158758	107841	BOS_13027	-	PRNP	CSNK2A1	PrP	CK2A1|CKII	Reconstituted Complex	physical	Meggio F (2000)	11062072	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
856604	281427	1460	158758	107843	BOS_13027	DADB-127H9.2	PRNP	CSNK2B	PrP	CK2B|G5A|CSK2B|CK2N	Reconstituted Complex	physical	Meggio F (2000)	11062072	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
856605	281427	1459	158758	107842	BOS_13027	-	PRNP	CSNK2A2	PrP	CK2A2|CSNK2A1	Reconstituted Complex	physical	Meggio F (2000)	11062072	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
857925	852431	506900	32834	163543	YBR133C	BOS_21927	HSL7	HIST1H2AC	-	HIST1H2AA	Biochemical Activity	physical	Sayegh J (2008)	18515076	559292	9913	Low Throughput	-	Methylation	-	-	-	BioGRID
858442	2035	326597	108349	160070	RP11-242O24.1	BOS_19653	EPB41	CALM	4.1R|HE|EL1	CALM2	Reconstituted Complex	physical	Nunomura W (2000)	10692436	9606	9913	Low Throughput	-	-	-	two calmodulin binding sites identified; a calcium-dependent site and a calcium-independent site	-	BioGRID
858454	282001	13684	159290	199420	BOS_19579	-	PRKCA	Eif4e	PKRCA	If4e|Eif4e-ps|EG668879|eIF-4E	Biochemical Activity	physical	Whalen SG (1996)	8662663	9913	10090	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
858455	282325	13684	159587	199420	BOS_22739	-	PRKCB	Eif4e	PRKCB1	If4e|Eif4e-ps|EG668879|eIF-4E	Biochemical Activity	physical	Whalen SG (1996)	8662663	9913	10090	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
858456	282002	13684	159291	199420	BOS_18102	-	PRKCG	Eif4e	-	If4e|Eif4e-ps|EG668879|eIF-4E	Biochemical Activity	physical	Whalen SG (1996)	8662663	9913	10090	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
859845	3092	281080	109339	158448	-	BOS_18343	HIP1	CLTC	ILWEQ	-	Affinity Capture-Western	physical	Ybe JA (2009)	22820750	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
861027	66222	281139	211307	158500	RP23-427P14.4	BOS_5048	Serpinb1a	CELA1	PI2|1190005M04Rik|MNEI|EIA|AI325983|ELANH2|EI|LEI|M/NEI	ELA1	Reconstituted Complex	physical	Benarafa C (2002)	12189154	10090	9913	Low Throughput	-	-	-	-	-	BioGRID
868596	535742	281696	192317	159015	BOS_13447	BOS_21466	SRC	CLIC5	-	-	Affinity Capture-Western	physical	Edwards JC (2006)	16831863	9913	9913	Low Throughput	-	-	-	GST fusion proteins containing Src SH2 or Src SH3 domains	-	BioGRID
870562	327684	407238	160099	160595	BOS_8479	BOS_9943	NR2F1	ESR1	COUP-TFI|COUP-TF	-	Reconstituted Complex	physical	Klinge CM (1997)	9395481	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
872337	282419	539235	159676	195802	BOS_13292	BOS_21637	CSNK2A1	CSNK2B	-	CSKN2B	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
872338	539235	539235	195802	195802	BOS_21637	BOS_21637	CSNK2B	CSNK2B	CSKN2B	CSKN2B	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
872339	282419	420332	159676	681305	BOS_13292	-	CSNK2A1	MYC	-	c-myc	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9031	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
872340	539235	420332	195802	681305	BOS_21637	-	CSNK2B	MYC	CSKN2B	c-myc	Biochemical Activity	physical	Luescher B (1989)	2663470	9913	9031	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
872421	983	513751	107420	170378	-	BOS_23851	CDK1	DCTN6	CDC2|P34CDC2|CDC28A	-	Biochemical Activity	physical	Yeh TY (2013)	23455152	9606	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
872499	539369	407170	195936	160527	BOS_12901	BOS_6667	NRP1	KDR	-	VEGFR2|flk-1	Affinity Capture-Western	physical	Neagoe PE (2005)	15637071	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
872500	503620	407170	160837	160527	BOS_12408	BOS_6667	FLT1	KDR	VEGFR1	VEGFR2|flk-1	Affinity Capture-Western	physical	Neagoe PE (2005)	15637071	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
872509	7266	281825	113117	159138	-	BOS_21591	DNAJC7	HSPA1A	TPR2|TTC2|DJ11|DJC7	HSPA1|HSP70-1	Reconstituted Complex	physical	Brychzy A (2003)	12853476	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
878810	280991	19041	158368	202331	BOS_20453	-	AKT1	Ppl	-	AW553870	Two-hybrid	physical	van den Heuvel AP (2002)	12244133	9913	10090	Low Throughput	-	-	-	interaction disrupted by the delta9, delta9/+9GLY, delta30-130 and delta30-214 Akt1 mutants	-	BioGRID
879409	406130	525716	1455502	182329	-	BOS_1447	Melt	S100B	-	-	Reconstituted Complex	physical	Baudier J (1987)	3111527	7460	9913	Low Throughput	-	-	-	-	-	BioGRID
879412	24681	281296	246813	158649	-	BOS_19251	Prkcg	MAPT	PKC|RATPKCI|Prkcc|PKCI|Prkc	tau	Biochemical Activity	physical	Baudier J (1987)	3111527	10116	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
879413	617095	281296	544691	158649	BOS_11189	BOS_19251	CALM1	MAPT	-	tau	Reconstituted Complex	physical	Baudier J (1987)	3111527	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
879414	525716	281296	182329	158649	BOS_1447	BOS_19251	S100B	MAPT	-	tau	Reconstituted Complex	physical	Baudier J (1987)	3111527	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
879415	24681	618164	246813	545757	-	BOS_21938	Prkcg	HIST1H1A	PKC|RATPKCI|Prkcc|PKCI|Prkc	-	Biochemical Activity	physical	Baudier J (1987)	3111527	10116	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
879416	24681	513971	246813	170598	-	BOS_21872	Prkcg	HIST1H1C	PKC|RATPKCI|Prkcc|PKCI|Prkc	-	Biochemical Activity	physical	Baudier J (1987)	3111527	10116	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
879426	280993	829685	158370	14967	BOS_2150	At4g35310	ALPI	CPK5	IAP	F23E12.130|ATCPK5|F23E12_130|CALMODULIN-DOMAIN PROTEIN KINASE 5	Biochemical Activity	physical	Lu SX (2013)	23609608	9913	3702	Low Throughput	-	Dephosphorylation	-	myrisolated AtCPK5	-	BioGRID
884891	829009	281728	14296	159044	At4g28880	BOS_6769	CKL3	CSN3	F25O24.3|Casein Kinase I-like 3	CSN10|CSNK	Biochemical Activity	physical	Tan ST (2013)	23897926	3702	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
884892	829007	281728	14294	159044	At4g28860	BOS_6769	CKL4	CSN3	F16A16.30|F16A16_30|Casein Kinase I-like 4	CSN10|CSNK	Biochemical Activity	physical	Tan ST (2013)	23897926	3702	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
884978	7422	404179	113265	160432	RP1-261G23.1	BOS_14443	VEGFA	LYVE1	MVCD1|VEGF|VPF	XLKD1|LYVE-1|CRSBP-1	Reconstituted Complex	physical	Boensch C (1995)	7829517	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
884979	5155	404179	111181	160432	-	BOS_14443	PDGFB	LYVE1	SSV|c-sis|PDGF2|SIS	XLKD1|LYVE-1|CRSBP-1	Reconstituted Complex	physical	Boensch C (1995)	7829517	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
886195	113894	504336	250206	160986	-	BOS_21285	Sqstm1	DAXX	Osi|ZIP3|ZIP	-	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
886196	113894	541246	250206	197810	-	BOS_7801	Sqstm1	KIF3A	Osi|ZIP3|ZIP	-	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
886197	113894	615688	250206	543296	-	BOS_17749	Sqstm1	MEGF8	Osi|ZIP3|ZIP	-	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
886198	113894	338045	250206	160182	-	BOS_7034	Sqstm1	SQSTM1	Osi|ZIP3|ZIP	-	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
886199	113894	614967	250206	542597	-	BOS_1976	Sqstm1	SUMO1	Osi|ZIP3|ZIP	-	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
886200	113894	534027	250206	190617	-	BOS_12356	Sqstm1	SPG20	Osi|ZIP3|ZIP	spartin	Two-hybrid	physical	Urbanczyk A (2011)	21707618	10116	9913	Low Throughput	-	-	-	-	-	BioGRID
901746	326597	839726	160070	24961	BOS_19653	At1g28320	CALM	DEG15	CALM2	F3H9.3|F3H9_3	Affinity Capture-Western	physical	Dolze E (2013)	23943091	9913	3702	Low Throughput	-	-	-	-	-	BioGRID
914598	108071	617095	223809	544691	-	BOS_11189	Grm5	CALM1	mGluR5b|mGluR5|6430542K11Rik|AI850523|Gprc1e	-	Reconstituted Complex	physical	Minakami R (1997)	9242710	10090	9913	Low Throughput	-	-	-	-	-	BioGRID
914619	353115	538029	160258	194597	BOS_6121	BOS_10799	SOX10	HERC1	SOX9	-	Affinity Capture-MS	physical	Hattori T (2013)	24155239	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
914620	353115	538029	160258	194597	BOS_6121	BOS_10799	SOX10	HERC1	SOX9	-	Reconstituted Complex	physical	Hattori T (2013)	24155239	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
914621	538029	353115	194597	160258	BOS_10799	BOS_6121	HERC1	SOX10	-	SOX9	Affinity Capture-Western	physical	Hattori T (2013)	24155239	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
